,Date,Constant,Mkt
"321-1",1964-10-12,0.024503885528078508,1.189366633678256
"322-1",1964-10-13,0.024506145272228171,1.1896425847583298
"323-1",1964-10-14,0.024508398029603116,1.1899244789193142
"324-1",1964-10-15,0.024510532876857619,1.1902745747329579
"325-1",1964-10-16,0.024512792964847346,1.1903263806506112
"326-1",1964-10-19,0.024514981445101933,1.1902076361173404
"327-1",1964-10-20,0.024517164100729676,1.1900863152252186
"328-1",1964-10-21,0.024519250404293879,1.1898830354704311
"329-1",1964-10-22,0.024521370885782101,1.1896727783445038
"330-1",1964-10-23,0.024523536940742236,1.1894377112055401
"331-1",1964-10-26,0.024525774685917764,1.1892514288942342
"332-1",1964-10-27,0.024528013705075936,1.1890644096850134
"333-1",1964-10-28,0.0245303052234143,1.1888702453906679
"334-1",1964-10-29,0.024532704173718504,1.1885481440083652
"335-1",1964-10-30,0.024535153996054587,1.1882346971659266
"336-1",1964-11-02,0.024537619204184284,1.1879306732824957
"337-1",1964-11-04,0.024540065650870451,1.1875992002048288
"338-1",1964-11-05,0.02454259170607255,1.1872568924889657
"339-1",1964-11-06,0.024545347617793471,1.1869145847731026
"340-1",1964-11-09,0.024548195603190621,1.1866317999430629
"341-1",1964-11-10,0.024551143868854434,1.186331955059919
"342-1",1964-11-11,0.024554150691992013,1.1859504216462982
"343-1",1964-11-12,0.024557164500150705,1.1855750674855103
"344-1",1964-11-13,0.024560198861039158,1.1852123007501665
"345-1",1964-11-16,0.02456326737557463,1.1848611547065346
"346-1",1964-11-17,0.024566451783328076,1.1846795678679474
"347-1",1964-11-18,0.024569759457753932,1.184686716305259
"348-1",1964-11-19,0.02457309901897178,1.1847199033026734
"349-1",1964-11-20,0.024576586239876214,1.1847480662167296
"350-1",1964-11-23,0.02458020505404886,1.1848210034062965
"351-1",1964-11-24,0.024583823989047925,1.1848938419297474
"352-1",1964-11-25,0.024587354407805864,1.1850449857617804
"353-1",1964-11-27,0.024590931241502873,1.1851629652068703
"354-1",1964-11-30,0.024594327884909308,1.1854710034479323
"355-1",1964-12-01,0.02459788329183063,1.1853090774070716
"356-1",1964-12-02,0.024601367928892007,1.1853879440184534
"357-1",1964-12-03,0.024604937303840224,1.1855475398124176
"358-1",1964-12-04,0.024608591664909252,1.1858199092227981
"359-1",1964-12-07,0.024612342429433484,1.1861513204888898
"360-1",1964-12-08,0.024616230038710045,1.1864780756470164
"361-1",1964-12-09,0.024620218146303496,1.1866783119053359
"362-1",1964-12-10,0.024624260150113698,1.1867556832222546
"363-1",1964-12-11,0.024628300613056337,1.1868332642496844
"364-1",1964-12-14,0.024632252137553837,1.1868442709006228
"365-1",1964-12-15,0.024636298980804393,1.1867709544456855
"366-1",1964-12-16,0.024640426640139875,1.1866013968535361
"367-1",1964-12-17,0.024644537667538529,1.1864092033642193
"368-1",1964-12-18,0.024648487216955187,1.1860192169702124
"369-1",1964-12-21,0.024652399991675775,1.1855704218403131
"370-1",1964-12-22,0.024656381874707818,1.185138086459711
"371-1",1964-12-23,0.0246604296469678,1.1846900580293089
"372-1",1964-12-24,0.024664551985116655,1.1841912878900422
"373-1",1964-12-28,0.02466858580433879,1.1836895059167609
"374-1",1964-12-29,0.024672773637826002,1.1831300806844145
"375-1",1964-12-30,0.024677019892027311,1.1825090352030205
"376-1",1964-12-31,0.02468143328695099,1.1822121441990401
"377-1",1965-01-04,0.024686032912154768,1.1822257386576978
"378-1",1965-01-05,0.024690476978521926,1.1824775113633563
"379-1",1965-01-06,0.024694955752425828,1.1827871489103146
"380-1",1965-01-07,0.024699378674680882,1.1830321749592794
"381-1",1965-01-08,0.024703865437171662,1.1833640869209319
"382-1",1965-01-11,0.024708382452004952,1.1837134974632673
"383-1",1965-01-12,0.024712826770809455,1.1840480672220324
"384-1",1965-01-13,0.024717263643056687,1.1843755426986089
"385-1",1965-01-14,0.024721693120793514,1.1846959734776694
"386-1",1965-01-15,0.024726135983388811,1.1850164042567299
"387-1",1965-01-18,0.024730460048812103,1.1851711112471512
"388-1",1965-01-19,0.024734749776397724,1.1852931048236519
"389-1",1965-01-20,0.024738966077281366,1.185375125201779
"390-1",1965-01-21,0.024743241489334357,1.1854511118523041
"391-1",1965-01-22,0.024747558156699486,1.1855130614875842
"392-1",1965-01-25,0.024751766144887607,1.1854862643689357
"393-1",1965-01-26,0.024756009016634557,1.1854784577180513
"394-1",1965-01-27,0.024760302405101908,1.1854878392530666
"395-1",1965-01-28,0.024764583176767201,1.1854852008504242
"396-1",1965-01-29,0.024768816839739916,1.1854408880537666
"397-1",1965-02-01,0.024773001166285169,1.1853747526846199
"398-1",1965-02-02,0.024777218159092115,1.1853119516992625
"399-1",1965-02-03,0.024781345299099554,1.1852338646204172
"400-1",1965-02-04,0.024785353712982853,1.1850992227742141
"401-1",1965-02-05,0.024789288918739952,1.1849645809280109
"402-1",1965-02-08,0.024793196267352491,1.1848536348886378
"403-1",1965-02-09,0.024797101255385381,1.1847452590292147
"404-1",1965-02-10,0.024800893664619145,1.1845181387527322
"405-1",1965-02-11,0.024804550613238441,1.184678175570423
"406-1",1965-02-12,0.024808149073794774,1.1850352264963511
"407-1",1965-02-15,0.024811664659708344,1.1852061713690409
"408-1",1965-02-16,0.024815118280657422,1.1853876579526783
"409-1",1965-02-17,0.024818506892814285,1.1856465613042424
"410-1",1965-02-18,0.024821825558190787,1.1858721457555275
"411-1",1965-02-19,0.024825118474743769,1.1860705711940773
"412-1",1965-02-23,0.024828336696361378,1.1862181671082765
"413-1",1965-02-24,0.024831264831369191,1.1858919971054664
"414-1",1965-02-25,0.024834139876322842,1.1854520254387224
"415-1",1965-02-26,0.024836970424968075,1.1850014559427759
"416-1",1965-03-01,0.024839904432419173,1.1846388904370941
"417-1",1965-03-02,0.02484284330749963,1.1842740062534636
"418-1",1965-03-03,0.024845694478871583,1.1838554083342445
"419-1",1965-03-04,0.024848391698602503,1.1834630012425829
"420-1",1965-03-05,0.024851057323202218,1.1831017696242032
"421-1",1965-03-08,0.024853728395435287,1.1827370162733208
"422-1",1965-03-09,0.024856173241815657,1.1823414738135611
"423-1",1965-03-10,0.024858588679008985,1.1819619415957956
"424-1",1965-03-11,0.024860931924346515,1.181606972473735
"425-1",1965-03-12,0.024863271851626463,1.1812477133011263
"426-1",1965-03-15,0.024865660094061062,1.1809377714547387
"427-1",1965-03-16,0.024867986463881591,1.1806151984084128
"428-1",1965-03-17,0.024870245156176158,1.1803179551791658
"429-1",1965-03-18,0.024872654267594618,1.1799439423622344
"430-1",1965-03-19,0.024875046100750985,1.1795852146458414
"431-1",1965-03-22,0.024877488328991542,1.1792247722494997
"432-1",1965-03-23,0.024880072997257707,1.1788594833674395
"433-1",1965-03-24,0.024882675009667947,1.1784965550057791
"434-1",1965-03-25,0.024885275404340698,1.1781326358681858
"435-1",1965-03-26,0.024887817989705859,1.1778257581941181
"436-1",1965-03-29,0.024890485323901295,1.1772217622099328
"437-1",1965-03-30,0.024893110620643987,1.1766520937535876
"438-1",1965-03-31,0.024895680939820773,1.1760468839404479
"439-1",1965-04-01,0.024898173649544969,1.1754390334853821
"440-1",1965-04-02,0.024900630066925503,1.1748114256258106
"441-1",1965-04-05,0.02490316152722433,1.1742476506724417
"442-1",1965-04-06,0.024905750727772857,1.1736858403164137
"443-1",1965-04-07,0.024908290094969001,1.1731308122290516
"444-1",1965-04-08,0.024910761944804766,1.1725620005753883
"445-1",1965-04-09,0.024913236308462532,1.1719976365938152
"446-1",1965-04-12,0.024915765481262311,1.1715377051724054
"447-1",1965-04-13,0.0249182461385507,1.1710051417206995
"448-1",1965-04-14,0.024920686426831443,1.1704560957261256
"449-1",1965-04-15,0.024923016050049981,1.1698392734197882
"450-1",1965-04-19,0.024925229122886677,1.1692462446964129
"451-1",1965-04-20,0.024927613205827252,1.1688626846867261
"452-1",1965-04-21,0.024929872686945288,1.1684918433131988
"453-1",1965-04-22,0.024932195068661997,1.1680717778708558
"454-1",1965-04-23,0.024934561069734906,1.1677184986170741
"455-1",1965-04-26,0.024936892819378168,1.167350069212687
"456-1",1965-04-27,0.024938994430685226,1.1669816398082999
"457-1",1965-04-28,0.024940957073082918,1.1665328279121348
"458-1",1965-04-29,0.024942907053967053,1.1660861700398948
"459-1",1965-04-30,0.024944945458131314,1.1656184521100112
"460-1",1965-05-03,0.024947003610834323,1.1651594693873688
"461-1",1965-05-04,0.024949125737781696,1.1647179003241428
"462-1",1965-05-05,0.02495123130965974,1.16426112264605
"463-1",1965-05-06,0.024953306764367994,1.1637797514705657
"464-1",1965-05-07,0.024955519881168248,1.1634107943208454
"465-1",1965-05-10,0.02495765368878488,1.1630607264950275
